abandon,-1.0
abandoned,-1.0
abandonment,-1.0
abase,-1.0
abasement,-1.0
abash,-1.0
abate,-0.5
abdicate,-0.5
aberration,-0.5
abhor,-1.0
abhorred,-1.0
abhorrence,-1.0
abhorrent,-1.0
abhorrently,-1.0
abhors,-1.0
abidance,0.5
abide,0.5
abilities,0.5
ability,0.5
abject,-1.0
abjectly,-1.0
abjure,-0.5
able,0.5
abnormal,-1.0
abolish,-0.5
abominable,-1.0
abominably,-1.0
abominate,-1.0
abomination,-1.0
abound,0.5
above,0.5
above-average,1.0
abrade,-1.0
abrasive,-1.0
abrupt,-0.5
abscond,-1.0
absence,-0.5
absent-minded,-0.5
absentee,-0.5
absolve,1.0
absurd,-1.0
absurdity,-1.0
absurdly,-1.0
absurdness,-1.0
abundance,1.0
abundant,1.0
abuse,-1.0
abuses,-1.0
abusive,-1.0
abysmal,-1.0
abysmally,-1.0
abyss,-1.0
accede,0.5
accept,0.5
acceptable,1.0
acceptance,0.5
accessible,0.5
accidental,-0.5
acclaim,1.0
acclaimed,0.5
acclamation,1.0
accolade,1.0
accolades,1.0
accommodative,1.0
accomplish,1.0
accomplishment,1.0
accomplishments,1.0
accord,0.5
accordance,0.5
accordantly,0.5
accost,-1.0
accountable,-0.5
accurate,1.0
accurately,1.0
accursed,-1.0
accusation,-1.0
accusations,-1.0
accuse,-1.0
accuses,-1.0
accusing,-1.0
accusingly,-1.0
acerbate,-1.0
acerbic,-1.0
acerbically,-1.0
ache,-0.5
achievable,0.5
achieve,1.0
achievement,1.0
achievements,1.0
acknowledge,0.5
acknowledgement,0.5
acquit,0.5
acrid,-0.5
acridly,-1.0
acridness,-0.5
acrimonious,-1.0
acrimoniously,-1.0
acrimony,-1.0
active,0.5
acumen,1.0
adamant,-0.5
adamantly,-0.5
adaptability,0.5
adaptable,0.5
adaptive,0.5
addict,-1.0
addiction,-1.0
adept,1.0
adeptly,1.0
adequate,0.5
adherence,0.5
adherent,0.5
adhesion,0.5
admirable,1.0
admirably,1.0
admiration,1.0
admire,1.0
admirer,1.0
admiring,1.0
admiringly,1.0
admission,0.5
admit,0.5
admittedly,0.5
admonish,-1.0
admonisher,-0.5
admonishingly,-1.0
admonishment,-1.0
admonition,-1.0
adorable,1.0
adore,1.0
adored,1.0
adorer,0.5
adoring,1.0
adoringly,1.0
adrift,-1.0
adroit,1.0
adroitly,1.0
adulate,1.0
adulation,1.0
adulatory,1.0
adulterate,-1.0
adulterated,-1.0
adulteration,-1.0
advanced,0.5
advantage,0.5
advantageous,1.0
advantages,1.0
adventure,0.5
adventuresome,0.5
adventurism,0.5
adventurous,0.5
adversarial,-1.0
adversary,-1.0
adverse,-1.0
adversity,-1.0
advice,0.5
advisable,0.5
advocacy,1.0
advocate,1.0
affability,1.0
affable,1.0
affably,1.0
affectation,-0.5
affection,0.5
affectionate,1.0
affinity,0.5
affirm,0.5
affirmation,1.0
affirmative,1.0
afflict,-1.0
affliction,-1.0
afflictive,-1.0
affluence,1.0
affluent,1.0
afford,0.5
affordable,1.0
affront,-1.0
afloat,0.5
afraid,-1.0
against,-0.5
aggravate,-1.0
aggravating,-1.0
aggravation,-1.0
aggression,-1.0
aggressive,-1.0
aggressiveness,-1.0
aggressor,-1.0
aggrieve,-1.0
aggrieved,-1.0
aghast,-1.0
agile,0.5
agilely,0.5
agility,0.5
agitate,-1.0
agitated,-1.0
agitation,-1.0
agitator,-1.0
agonies,-1.0
agonize,-1.0
agonizing,-1.0
agonizingly,-1.0
agony,-1.0
agree,0.5
agreeability,1.0
agreeable,1.0
agreeableness,1.0
agreeably,1.0
agreement,0.5
ail,-1.0
ailment,-1.0
aimless,-1.0
airs,-1.0
alarm,-1.0
alarmed,-1.0
alarming,-1.0
alarmingly,-1.0
alas,-1.0
alienate,-1.0
alienated,-1.0
alienation,-1.0
allay,0.5
allegation,-0.5
allegations,-0.5
allege,-0.5
allergic,-0.5
alleviate,0.5
allow,0.5
allowable,0.5
allure,0.5
alluring,0.5
alluringly,0.5
ally,0.5
almighty,1.0
aloof,-1.0
altercation,-0.5
although,-0.5
altruist,1.0
altruistic,1.0
altruistically,1.0
amaze,0.5
amazed,0.5
amazement,0.5
amazing,0.5
amazingly,0.5
ambiguity,-0.5
ambiguous,-0.5
ambitious,0.5
ambitiously,0.5
ambivalence,-0.5
ambivalent,-0.5
ambush,-0.5
ameliorate,0.5
amenable,1.0
amenity,0.5
amiability,1.0
amiabily,1.0
amiable,1.0
amicability,1.0
amicable,1.0
amicably,1.0
amiss,-1.0
amity,0.5
amnesty,0.5
amour,1.0
ample,1.0
amply,1.0
amputate,-0.5
amuse,1.0
amusement,0.5
amusing,1.0
amusingly,0.5
anarchism,-1.0
anarchist,-1.0
anarchistic,-1.0
anarchy,-1.0
anemic,-0.5
angel,1.0
angelic,1.0
anger,-1.0
angrily,-1.0
angriness,-1.0
angry,-1.0
anguish,-1.0
animated,0.5
animosity,-1.0
annihilate,-1.0
annihilation,-1.0
annoy,-1.0
annoyance,-1.0
annoyed,-1.0
annoying,-1.0
annoyingly,-1.0
anomalous,-0.5
anomaly,-0.5
antagonism,-1.0
antagonist,-1.0
antagonistic,-1.0
antagonize,-1.0
anti-,-1.0
anti-American,-1.0
anti-Israeli,-1.0
anti-Semites,-1.0
anti-US,-1.0
anti-occupation,-1.0
anti-proliferation,-1.0
anti-social,-1.0
anti-white,-1.0
antipathy,-1.0
antiquated,-0.5
antithetical,-1.0
anxieties,-1.0
anxiety,-1.0
anxious,-1.0
anxiously,-1.0
anxiousness,-1.0
apathetic,-1.0
apathetically,-1.0
apathy,-1.0
ape,-1.0
apocalypse,-1.0
apocalyptic,-1.0
apologist,-0.5
apologists,-0.5
apostle,0.5
apotheosis,1.0
appal,-1.0
appall,-1.0
appalled,-1.0
appalling,-1.0
appallingly,-1.0
appeal,0.6666666666666666
appealing,1.0
appease,0.5
applaud,1.0
appreciable,0.5
appreciate,0.5
appreciation,0.5
appreciative,0.5
appreciatively,1.0
appreciativeness,1.0
apprehension,-1.0
apprehensions,-1.0
apprehensive,-1.0
apprehensively,-1.0
appropriate,1.0
approval,0.5
approve,1.0
apt,1.0
aptitude,1.0
aptly,1.0
arbitrary,-0.5
arcane,-0.5
archaic,-1.0
ardent,0.5
ardently,0.5
ardor,0.5
arduous,-1.0
arduously,-1.0
argue,-0.5
argument,-0.5
argumentative,-1.0
arguments,-0.5
aristocratic,0.5
arousal,0.5
arouse,0.5
arousing,1.0
arresting,0.5
arrogance,-1.0
arrogant,-1.0
arrogantly,-1.0
articulate,1.0
artificial,-0.5
ascendant,1.0
ascertainable,1.0
ashamed,-1.0
asinine,-1.0
asininely,-1.0
asinininity,-1.0
askance,-1.0
asperse,-0.5
aspersion,-0.5
aspersions,-0.5
aspiration,1.0
aspirations,1.0
aspire,0.5
assail,-0.5
assassin,-1.0
assassinate,-1.0
assault,-1.0
assent,0.5
assertions,0.5
assertive,0.5
asset,1.0
assiduous,1.0
assiduously,1.0
assuage,0.5
assurance,0.5
assurances,0.5
assure,1.0
assuredly,1.0
astonish,0.5
astonished,0.5
astonishing,0.5
astonishingly,0.5
astonishment,0.5
astound,0.5
astounded,0.5
astounding,0.5
astoundingly,0.5
astray,-1.0
astute,1.0
astutely,1.0
asunder,-1.0
asylum,0.5
atrocious,-1.0
atrocities,-1.0
atrocity,-1.0
atrophy,-1.0
attack,-1.0
attain,0.5
attainable,0.5
attentive,1.0
attest,0.5
attraction,0.5
attractive,1.0
attractively,1.0
attune,0.5
audacious,-0.5
audaciously,-0.5
audaciousness,-0.5
audacity,-0.5
auspicious,1.0
austere,-1.0
authentic,1.0
authoritarian,-0.5
authoritative,1.0
autocrat,-1.0
autocratic,-1.0
autonomous,0.5
avalanche,-1.0
avarice,-1.0
avaricious,-1.0
avariciously,-1.0
avenge,-1.0
aver,1.0
averse,-1.0
aversion,-1.0
avid,1.0
avidly,1.0
avoid,-0.5
avoidance,-0.5
award,0.5
awe,1.0
awed,1.0
awesome,1.0
awesomely,1.0
awesomeness,1.0
